101
55 51 80 3 8 51 94 8 12 13 74 99 4 93 54 68 3 0 9 75 66 11 28 58 20 48 54 10 83 86 39 27 81 12 97 69 94 57 85 24 17 25 61 45 26 96 94 87 86 29 88 86 86 93 51 76 1 79 92 100 42 4 17 89 25 71 20 93 20 95 39 8 72 43 72 21 21 2 87 94 95 98 45 75 89 26 83 90 19 20 59 38 44 74 24 44 10 51 73 64 96 
98 84 25 40 23 99 92 77 17 90 7 0 61 66 29 94 16 9 0 31 43 30 44 2 50 2 38 28 26 70 54 35 68 86 13 5 55 77 9 0 93 26 95 93 40 62 91 37 80 52 80 85 19 6 59 3 87 73 14 98 79 7 6 75 18 45 16 14 50 27 1 50 34 55 87 34 95 64 67 72 93 39 0 30 22 42 14 4 54 44 68 82 94 12 1 73 58 13 30 92 29 
49 34 11 85 50 72 61 42 80 73 78 79 40 61 8 72 71 75 31 0 51 24 48 74 57 94 44 56 24 69 87 19 30 8 26 95 70 82 71 4 18 11 26 2 15 75 37 32 95 7 31 35 17 30 88 43 100 25 36 48 52 5 63 76 5 49 8 99 98 33 12 8 50 34 48 47 26 19 56 41 70 26 74 8 74 85 99 89 36 81 32 39 85 78 15 34 14 12 5 67 84 
2 28 100 4 44 47 77 43 50 97 44 71 54 24 29 18 61 66 43 51 0 83 14 87 69 27 22 87 53 97 51 76 100 6 7 13 77 51 31 7 95 18 59 50 71 23 22 40 74 16 78 93 68 100 54 99 56 31 34 50 56 90 16 6 31 47 56 8 10 2 12 94 41 82 43 78 46 97 86 23 98 53 23 31 13 98 11 68 31 58 54 10 12 74 49 38 97 29 58 77 26 
38 2 98 59 91 89 5 94 80 79 84 46 13 64 44 19 53 11 30 24 83 0 100 93 30 80 64 22 92 12 79 60 43 66 26 46 3 22 84 73 89 5 34 88 31 2 63 56 73 91 30 28 55 72 28 43 22 78 12 30 7 5 46 89 95 66 80 66 82 98 39 7 18 59 98 60 46 91 30 70 74 73 84 69 82 39 90 38 22 35 31 28 27 48 82 28 3 100 48 44 43 
51 100 97 1 84 100 17 17 91 77 30 91 95 88 83 3 19 28 44 48 14 100 0 60 6 31 58 51 8 84 71 91 100 60 77 66 50 78 79 71 60 86 95 66 80 10 34 84 88 17 67 24 45 79 97 35 56 8 7 25 95 72 81 33 61 53 3 49 60 69 74 83 7 96 58 97 33 98 91 50 63 31 72 70 87 38 59 93 68 24 73 96 30 19 14 30 73 37 27 8 25 
36 58 35 35 62 36 5 43 5 20 50 19 9 38 35 36 46 58 2 74 87 93 60 0 56 21 72 25 14 50 3 84 48 0 29 100 59 11 50 6 73 22 71 2 98 89 30 82 77 90 61 48 26 80 55 71 32 9 40 79 18 19 26 63 84 57 75 83 47 8 70 70 77 79 90 20 24 8 40 90 88 95 72 76 25 75 6 11 38 36 60 90 66 39 58 14 24 60 62 71 94 
31 30 91 54 26 25 56 11 7 12 58 43 22 11 21 91 73 20 50 57 69 30 6 56 0 68 45 93 81 48 74 64 48 81 30 99 71 31 69 16 69 40 48 26 48 64 50 6 51 15 7 69 83 24 97 2 63 5 22 12 43 86 47 40 71 63 37 70 93 75 19 94 55 96 8 68 49 59 91 32 85 29 49 27 16 75 23 80 78 7 36 24 93 85 90 78 48 64 57 35 43 
14 70 96 77 18 76 9 10 54 51 51 86 78 59 95 42 61 48 2 94 27 80 31 21 68 0 94 72 64 40 32 7 92 31 69 20 56 36 48 58 47 54 75 95 32 93 82 92 66 82 24 59 57 100 24 62 44 70 81 62 95 98 62 89 0 91 36 2 8 36 32 98 10 85 34 25 99 72 81 58 80 19 37 59 5 48 71 13 66 90 21 3 98 43 21 91 46 73 68 99 7 
45 62 35 71 5 21 93 45 58 86 95 82 45 23 99 64 62 54 38 44 22 64 58 72 45 94 0 69 93 94 3 82 46 36 52 2 0 100 34 31 52 20 67 40 90 23 34 86 70 30 27 43 91 13 32 66 74 77 27 78 56 47 13 50 99 17 80 29 86 64 48 61 35 44 60 91 38 8 26 38 40 14 78 21 35 93 17 91 5 2 67 31 37 62 10 49 84 47 79 38 96 
98 30 29 2 10 27 97 18 34 66 36 88 7 25 76 82 35 10 28 56 87 22 51 25 93 72 69 0 74 54 22 30 33 77 1 63 16 54 99 40 70 61 54 2 25 8 18 24 12 10 81 48 95 47 65 82 36 89 26 77 36 57 39 61 94 70 77 88 95 45 29 56 30 100 15 72 43 20 74 71 50 46 7 50 80 76 80 3 40 29 67 43 23 77 5 89 44 54 42 11 21 
70 13 85 85 5 65 50 80 100 15 92 82 69 51 31 0 27 83 26 24 53 92 8 14 81 64 93 74 0 74 34 81 37 74 54 13 2 32 90 94 87 15 21 48 97 29 52 5 62 71 49 20 83 87 38 11 40 18 99 47 10 31 22 63 85 93 94 48 99 6 42 2 42 45 87 0 50 86 25 95 74 61 63 65 36 56 9 19 92 30 52 8 27 27 18 89 89 38 28 38 78 
55 27 35 23 53 90 58 12 25 22 61 62 27 79 71 91 31 86 70 69 97 12 84 50 48 40 94 54 74 0 91 57 80 10 23 28 10 82 98 69 37 24 82 50 43 24 56 89 65 41 30 5 18 27 82 42 95 75 100 62 34 53 88 44 78 74 53 28 51 45 47 22 71 24 45 99 22 84 51 7 22 4 67 45 36 32 31 90 28 34 87 41 56 54 78 56 30 17 7 55 46 
1 1 90 95 1 74 18 59 75 78 45 11 82 74 92 84 80 39 54 87 51 79 71 3 74 32 3 22 34 91 0 28 33 85 67 33 56 41 56 74 95 10 69 33 68 27 27 62 85 56 4 25 59 96 16 36 77 18 53 61 66 28 34 24 20 81 60 61 78 69 29 7 81 78 28 48 42 61 69 36 36 80 84 62 6 91 86 97 40 33 24 39 61 48 88 70 60 45 54 34 0 
96 44 91 72 75 9 50 26 34 2 89 93 16 14 44 0 91 27 35 19 76 60 91 84 64 7 82 30 81 57 28 0 68 73 74 24 23 58 47 52 68 58 12 73 7 9 96 14 73 45 27 11 0 69 86 89 61 6 84 70 10 54 60 69 82 67 27 9 63 51 59 24 26 75 74 14 31 68 44 60 32 31 33 6 54 51 90 88 59 39 34 65 39 40 24 17 89 77 35 31 70 
23 23 26 89 85 33 86 50 81 77 72 74 46 14 38 31 34 81 68 30 100 43 100 48 48 92 46 33 37 80 33 68 0 53 7 34 53 67 63 47 17 64 99 19 51 91 39 27 34 35 69 41 20 5 98 42 45 45 44 92 35 99 15 54 58 99 79 60 8 67 94 5 88 86 36 38 96 17 62 72 4 80 69 26 43 43 91 39 74 99 96 69 98 89 34 29 4 24 4 87 45 
9 72 35 30 70 5 99 25 90 36 95 67 52 86 53 36 87 12 86 8 6 66 60 0 81 31 36 77 74 10 85 73 53 0 15 15 27 62 24 1 59 0 44 32 52 100 80 46 24 60 5 73 57 16 37 82 31 4 71 79 16 9 68 57 44 89 20 68 62 13 91 14 3 15 74 95 56 45 32 54 36 99 86 50 34 4 40 22 93 61 8 32 69 78 29 23 100 64 1 40 97 
94 33 42 49 71 63 53 94 44 3 85 31 36 76 84 31 47 97 13 26 7 26 77 29 30 69 52 1 54 23 67 74 7 15 0 67 28 99 91 75 42 56 75 69 58 7 35 1 92 82 54 21 70 35 100 89 7 6 70 38 38 36 51 85 99 41 34 59 53 32 24 44 69 73 22 99 4 30 24 25 29 49 40 50 56 38 5 73 98 8 32 47 86 68 90 60 10 19 51 42 37 
50 91 77 81 49 23 12 73 99 46 84 94 68 52 3 67 24 69 5 95 13 46 66 100 99 20 2 63 13 28 33 24 34 15 67 0 85 7 25 81 19 94 19 77 16 58 37 6 53 47 25 55 57 88 100 23 95 51 16 37 4 50 83 100 18 61 14 58 41 52 19 87 53 70 24 55 73 54 37 59 81 96 22 52 9 42 61 97 55 72 14 11 69 92 63 21 30 43 43 77 58 
1 33 64 45 65 33 36 13 66 55 4 85 6 73 100 63 86 94 55 70 77 3 50 59 71 56 0 16 2 10 56 23 53 27 28 85 0 9 36 4 59 9 7 16 17 61 6 70 1 50 28 74 91 75 45 13 79 61 100 16 65 8 73 45 60 26 94 55 98 3 13 94 65 35 12 74 52 97 4 49 72 24 88 3 58 93 12 57 85 75 11 71 73 60 9 25 4 71 23 76 28 
67 39 43 21 73 13 23 49 36 64 12 28 69 77 87 58 62 57 77 82 51 22 78 11 31 36 100 54 32 82 41 58 67 62 99 7 9 0 23 86 18 38 78 95 29 85 62 18 70 14 37 23 83 94 88 33 40 64 25 73 67 71 43 83 63 59 98 0 99 26 29 43 92 43 77 76 14 63 28 89 10 40 23 91 60 49 31 18 6 28 55 43 37 92 80 62 58 74 78 29 51 
49 52 24 62 100 69 70 76 43 92 13 28 28 93 49 0 76 85 9 71 31 84 79 50 69 48 34 99 90 98 56 47 63 24 91 25 36 23 0 49 49 21 81 21 36 92 52 69 48 24 90 47 61 68 16 40 60 10 80 80 50 10 28 35 94 64 64 37 38 33 23 47 80 1 64 28 15 94 78 56 53 34 52 39 54 9 98 1 6 99 91 42 48 55 13 77 52 64 14 51 41 
96 12 91 82 88 11 46 69 72 46 95 35 30 43 53 31 87 24 0 4 7 73 71 6 16 58 31 40 94 69 74 52 47 1 75 81 4 86 49 0 17 8 14 62 27 19 33 84 78 97 22 26 14 67 98 46 22 17 90 6 57 22 81 31 72 47 8 38 6 0 71 3 72 9 28 79 29 96 70 60 86 46 9 85 22 10 33 75 92 70 68 73 64 48 25 41 26 98 90 89 31 
13 6 61 69 59 0 73 25 84 21 39 87 37 46 19 54 77 17 93 18 95 89 60 73 69 47 52 70 87 37 95 68 17 59 42 19 59 18 49 17 0 70 83 28 72 18 86 7 66 5 39 99 32 74 92 57 46 31 89 60 76 19 53 95 86 52 49 5 46 35 77 54 27 17 12 10 37 88 26 55 77 93 56 0 6 89 49 64 22 27 65 45 28 25 13 57 19 79 26 2 31 
40 69 53 99 94 6 98 30 1 79 32 63 54 88 67 47 22 25 26 11 18 5 86 22 40 54 20 61 15 24 10 58 64 0 56 94 9 38 21 8 70 0 57 95 4 45 76 1 45 7 14 11 71 96 85 42 39 59 75 49 63 80 26 17 98 7 90 65 52 100 39 42 28 77 8 59 85 12 67 55 67 63 17 81 48 59 3 33 4 61 92 21 79 6 48 39 44 89 8 13 44 
22 74 73 29 33 8 28 40 11 72 15 62 72 17 44 48 64 61 95 26 59 34 95 71 48 75 67 54 21 82 69 12 99 44 75 19 7 78 81 14 83 57 0 49 48 16 96 82 51 98 14 78 25 4 81 4 47 42 45 37 29 49 75 10 76 85 7 91 77 10 1 84 59 21 75 40 67 44 80 19 3 25 41 89 47 63 59 22 30 80 68 41 66 28 45 59 17 7 62 46 77 
34 41 24 100 17 73 36 51 77 7 41 20 5 49 1 12 94 45 93 2 50 88 66 2 26 95 40 2 48 50 33 73 19 32 69 77 16 95 21 62 28 95 49 0 27 2 63 43 42 96 51 38 64 16 55 9 51 20 22 40 43 17 30 7 39 49 87 96 7 76 43 30 37 40 36 71 58 65 69 62 29 87 37 68 4 23 30 80 4 57 89 52 25 55 37 94 47 92 90 83 63 
17 35 77 14 26 59 7 8 76 41 82 1 52 0 17 30 75 26 40 15 71 31 80 98 48 32 90 25 97 43 68 7 51 52 58 16 17 29 36 27 72 4 48 27 0 41 88 45 87 28 10 9 8 11 73 25 50 85 73 36 13 47 50 99 82 92 11 77 70 65 60 37 55 64 99 96 95 85 65 29 54 64 60 55 40 67 27 16 21 87 22 81 32 56 9 38 34 92 95 87 33 
53 10 51 37 85 65 10 100 72 32 14 40 33 11 62 80 4 96 62 75 23 2 10 89 64 93 23 8 29 24 27 9 91 100 7 58 61 85 92 19 18 45 16 2 41 0 18 23 11 71 29 60 91 72 76 93 29 59 61 79 49 50 9 52 100 69 47 95 96 50 34 78 73 0 65 83 61 42 72 98 98 83 32 6 48 61 33 55 22 86 69 68 67 58 35 33 22 3 54 29 57 
7 35 85 37 80 72 19 78 14 11 13 53 72 31 72 42 9 94 91 37 22 63 34 30 50 82 34 18 52 56 27 96 39 80 35 37 6 62 52 33 86 76 96 63 88 18 0 73 99 75 16 92 80 69 50 50 58 71 24 77 26 44 35 20 70 100 93 19 69 84 70 35 81 39 86 34 81 24 70 78 42 88 75 22 97 64 55 0 83 59 20 67 10 93 79 2 87 7 67 6 51 
8 53 27 96 95 69 54 9 35 18 39 35 84 63 0 18 25 87 37 32 40 56 84 82 6 92 86 24 5 89 62 14 27 46 1 6 70 18 69 84 7 1 82 43 45 23 73 0 34 71 91 19 60 9 24 52 91 43 63 64 4 86 99 14 20 10 84 79 59 69 43 98 31 21 16 19 27 86 30 91 2 32 78 44 5 1 76 80 29 29 79 16 71 3 49 87 26 100 58 19 49 
61 86 61 64 27 64 34 45 8 80 24 99 67 60 56 8 75 86 80 95 74 73 88 77 51 66 70 12 62 65 85 73 34 24 92 53 1 70 48 78 66 45 51 42 87 11 99 34 0 10 48 87 24 91 67 63 61 93 7 12 12 48 34 12 19 98 23 26 42 24 97 73 20 18 63 38 7 77 38 1 67 55 69 49 73 82 94 12 90 33 34 35 87 64 49 56 65 64 40 53 97 
20 53 66 87 56 56 45 94 52 66 69 84 76 26 62 82 27 29 52 7 16 91 17 90 15 82 30 10 71 41 56 45 35 60 82 47 50 14 24 97 5 7 98 96 28 71 75 71 10 0 65 52 95 7 51 54 66 28 19 66 28 67 34 0 34 45 2 10 11 54 19 88 41 27 8 26 60 3 78 52 38 55 61 47 67 97 24 83 38 81 69 85 39 46 16 27 95 31 35 92 8 
2 59 69 84 81 74 60 82 2 93 58 58 71 68 67 22 88 88 80 31 78 30 67 61 7 24 27 81 49 30 4 27 69 5 54 25 28 37 90 22 39 14 14 51 10 29 16 91 48 65 0 57 84 35 71 46 35 54 62 31 86 71 2 55 51 100 1 45 66 18 76 81 94 92 65 40 76 12 48 62 76 40 78 4 86 57 33 75 40 94 15 61 89 81 53 13 3 87 83 28 95 
3 79 73 37 29 90 14 89 92 19 9 50 28 27 59 100 45 86 85 35 93 28 24 48 69 59 43 48 20 5 25 11 41 73 21 55 74 23 47 26 99 11 78 38 9 60 92 19 87 52 57 0 79 50 64 71 56 50 60 50 12 73 29 22 59 83 6 58 89 21 97 53 12 84 100 61 45 40 54 29 97 79 24 61 22 96 96 86 53 96 64 38 77 84 5 12 30 27 8 43 8 
74 49 21 37 67 44 27 82 20 14 65 91 2 72 18 95 91 86 19 17 68 55 45 26 83 57 91 95 83 18 59 0 20 57 70 57 91 83 61 14 32 71 25 64 8 91 80 60 24 95 84 79 0 94 59 18 39 39 10 75 25 46 13 34 45 61 64 33 36 32 28 45 19 86 61 8 9 97 28 84 84 22 40 6 33 53 56 80 51 89 2 25 56 44 21 25 84 35 95 24 6 
1 1 22 52 11 7 21 25 7 14 92 58 49 4 21 71 60 93 6 30 100 72 79 80 24 100 13 47 87 27 96 69 5 16 35 88 75 94 68 67 74 96 4 16 11 72 69 9 91 7 35 50 94 0 92 63 59 68 13 6 55 11 27 0 79 91 87 73 79 63 54 78 81 31 0 6 29 51 77 30 52 13 77 0 18 70 54 98 72 87 54 52 19 54 61 19 9 20 48 92 61 
2 56 96 38 56 70 37 5 15 9 15 30 89 81 70 82 88 51 59 88 54 28 97 55 97 24 32 65 38 82 16 86 98 37 100 100 45 88 16 98 92 85 81 55 73 76 50 24 67 51 71 64 59 92 0 52 16 82 37 95 29 38 81 98 69 49 70 49 89 8 88 68 21 90 54 61 34 38 33 19 22 48 84 92 79 63 78 100 90 1 24 88 70 32 23 40 4 88 1 46 67 
77 44 71 25 4 59 2 68 59 29 56 82 31 3 20 51 96 76 3 43 99 43 35 71 2 62 66 82 11 42 36 89 42 82 89 23 13 33 40 46 57 42 4 9 25 93 50 52 63 54 46 71 18 63 52 0 10 88 20 80 22 40 18 23 35 70 7 39 30 41 11 95 5 54 77 9 71 35 25 33 36 99 1 13 53 53 54 2 40 31 1 75 61 91 32 84 75 17 53 6 16 
34 76 69 86 13 57 78 40 31 26 35 26 15 42 16 46 40 1 87 100 56 22 56 32 63 44 74 36 40 95 77 61 45 31 7 95 79 40 60 22 46 39 47 51 50 29 58 91 61 66 35 56 39 59 16 10 0 99 62 19 84 10 58 36 38 28 43 73 5 92 16 31 44 62 41 91 67 33 86 34 74 3 2 40 62 86 51 20 16 77 52 38 24 42 82 87 73 11 40 71 83 
33 92 2 29 81 49 66 86 33 65 59 84 71 93 65 42 69 79 73 25 31 78 8 9 5 70 77 89 18 75 18 6 45 4 6 51 61 64 10 17 31 59 42 20 85 59 71 43 93 28 54 50 39 68 82 88 99 0 31 7 43 54 84 29 18 12 86 82 18 72 75 18 83 32 49 27 38 97 62 41 86 72 89 83 7 11 86 55 49 85 74 84 43 83 41 90 28 90 29 96 31 
62 44 50 58 79 52 9 97 26 16 82 86 61 75 0 83 80 92 14 36 34 12 7 40 22 81 27 26 99 100 53 84 44 71 70 16 100 25 80 90 89 75 45 22 73 61 24 63 7 19 62 60 10 13 37 20 62 31 0 66 0 92 82 48 57 69 51 91 2 91 41 17 52 29 85 87 41 16 19 34 81 85 74 1 4 28 53 92 50 9 44 25 78 16 54 86 79 14 57 59 87 
7 4 69 67 52 49 74 34 69 62 27 66 28 74 68 83 81 100 98 48 50 30 25 79 12 62 78 77 47 62 61 70 92 79 38 37 16 73 80 6 60 49 37 40 36 79 77 64 12 66 31 50 75 6 95 80 19 7 66 0 83 18 35 40 47 46 12 43 66 26 84 67 2 79 25 59 69 7 24 59 60 82 89 72 85 80 53 92 62 72 79 57 61 92 73 21 68 98 100 59 48 
84 22 56 6 16 51 5 31 40 1 35 37 85 79 15 58 53 42 79 52 56 7 95 18 43 95 56 36 10 34 66 10 35 16 38 4 65 67 50 57 76 63 29 43 13 49 26 4 12 28 86 12 25 55 29 22 84 43 0 83 0 2 21 27 91 71 5 8 54 37 53 1 35 81 75 7 53 23 72 28 100 75 47 99 70 57 50 80 47 62 21 31 94 32 20 28 69 64 82 29 64 
39 26 6 5 62 54 39 55 48 45 32 78 92 85 6 6 86 4 7 5 90 5 72 19 86 98 47 57 31 53 28 54 99 9 36 50 8 71 10 22 19 80 49 17 47 50 44 86 48 67 71 73 46 11 38 40 10 54 92 18 2 0 24 71 3 2 4 83 87 31 64 98 91 11 87 44 17 79 47 67 60 82 83 51 32 91 16 56 20 73 62 21 29 72 36 69 61 60 31 59 89 
27 67 47 81 24 13 63 79 7 87 14 28 59 34 89 34 45 17 6 63 16 46 81 26 47 62 13 39 22 88 34 60 15 68 51 83 73 43 28 81 53 26 75 30 50 9 35 99 34 34 2 29 13 27 81 18 58 84 82 35 21 24 0 3 18 47 61 86 45 13 62 84 47 82 14 28 6 57 54 22 20 31 18 20 97 72 40 75 69 37 85 57 53 13 57 19 84 24 95 27 62 
90 4 10 20 83 91 99 66 9 3 19 56 81 0 1 39 63 89 75 76 6 89 33 63 40 89 50 61 63 44 24 69 54 57 85 100 45 83 35 31 95 17 10 7 99 52 20 14 12 0 55 22 34 0 98 23 36 29 48 40 27 71 3 0 35 70 73 14 61 10 63 25 12 44 9 20 11 12 61 13 46 95 4 14 16 36 13 90 48 16 51 13 83 91 79 76 39 41 98 30 97 
65 74 85 1 85 1 21 50 40 71 99 8 77 78 2 36 11 25 18 5 31 95 61 84 71 0 99 94 85 78 20 82 58 44 99 18 60 63 94 72 86 98 76 39 82 100 70 20 19 34 51 59 45 79 69 35 38 18 57 47 91 3 18 35 0 85 22 51 73 97 66 18 57 61 14 64 39 57 74 75 67 32 79 25 44 100 20 85 18 41 41 36 85 44 25 46 62 77 38 42 78 
84 28 18 74 63 50 90 28 80 2 12 100 28 22 67 43 67 71 45 49 47 66 53 57 63 91 17 70 93 74 81 67 99 89 41 61 26 59 64 47 52 7 85 49 92 69 100 10 98 45 100 83 61 91 49 70 28 12 69 46 71 2 47 70 85 0 91 0 43 75 39 39 8 18 31 24 95 91 19 60 30 87 74 53 0 79 27 63 65 16 90 30 88 62 1 88 21 82 21 70 62 
23 21 40 86 31 6 33 56 57 3 52 57 84 85 42 7 57 20 16 8 56 80 3 75 37 36 80 77 94 53 60 27 79 20 34 14 94 98 64 8 49 90 7 87 11 47 93 84 23 2 1 6 64 87 70 7 43 86 51 12 5 4 61 73 22 91 0 30 85 55 8 3 27 100 31 1 4 96 4 56 26 49 36 8 5 96 90 11 4 4 45 50 25 85 65 8 50 36 73 71 38 
56 53 17 89 82 26 65 34 67 21 0 84 91 87 93 83 65 93 14 99 8 66 49 83 70 2 29 88 48 28 61 9 60 68 59 58 55 0 37 38 5 65 91 96 77 95 19 79 26 10 45 58 33 73 49 39 73 82 91 43 8 83 86 14 51 0 30 0 18 4 14 6 24 46 3 24 18 51 58 21 94 92 13 22 77 59 98 2 77 2 24 79 89 16 49 29 84 32 40 7 82 
